ascii,word,letter_frequency
743,dikensi,"{'d': 1, 'e': 1, 'i': 2, 'k': 1, 'n': 1, 's': 1}"
743,dikizci,"{'c': 1, 'd': 1, 'i': 3, 'k': 1, 'z': 1}"
743,dilaver,"{'a': 1, 'd': 1, 'e': 1, 'i': 1, 'l': 1, 'r': 1, 'v': 1}"
743,ekinlik,"{'e': 1, 'i': 2, 'k': 2, 'l': 1, 'n': 1}"
743,ekletme,"{'e': 3, 'k': 1, 'l': 1, 'm': 1, 't': 1}"
743,eldiven,"{'d': 1, 'e': 2, 'i': 1, 'l': 1, 'n': 1, 'v': 1}"
743,eletmek,"{'e': 3, 'k': 1, 'l': 1, 'm': 1, 't': 1}"
743,ergilik,"{'e': 1, 'g': 1, 'i': 2, 'k': 1, 'l': 1, 'r': 1}"
743,erkekli,"{'e': 2, 'i': 1, 'k': 2, 'l': 1, 'r': 1}"
743,etkinci,"{'c': 1, 'e': 1, 'i': 2, 'k': 1, 'n': 1, 't': 1}"
743,evcilik,"{'c': 1, 'e': 1, 'i': 2, 'k': 1, 'l': 1, 'v': 1}"
743,evcimen,"{'c': 1, 'e': 2, 'i': 1, 'm': 1, 'n': 1, 'v': 1}"
743,fasarya,"{'a': 3, 'f': 1, 'r': 1, 's': 1, 'y': 1}"
743,fettane,"{'a': 1, 'e': 2, 'f': 1, 'n': 1, 't': 2}"
743,feveran,"{'a': 1, 'e': 2, 'f': 1, 'n': 1, 'r': 1, 'v': 1}"
743,filinta,"{'a': 1, 'f': 1, 'i': 2, 'l': 1, 'n': 1, 't': 1}"
743,genetik,"{'e': 2, 'g': 1, 'i': 1, 'k': 1, 'n': 1, 't': 1}"
743,geodezi,"{'d': 1, 'e': 2, 'g': 1, 'i': 1, 'o': 1, 'z': 1}"
743,gerilik,"{'e': 1, 'g': 1, 'i': 2, 'k': 1, 'l': 1, 'r': 1}"
743,gerinme,"{'e': 2, 'g': 1, 'i': 1, 'm': 1, 'n': 1, 'r': 1}"
743,gizlice,"{'c': 1, 'e': 1, 'g': 1, 'i': 2, 'l': 1, 'z': 1}"
743,guarani,"{'a': 2, 'g': 1, 'i': 1, 'n': 1, 'r': 1, 'u': 1}"
743,hararet,"{'a': 2, 'e': 1, 'h': 1, 'r': 2, 't': 1}"
743,hayıt,"{'a': 1, 'h': 1, 't': 1, 'y': 1, 'ı': 1}"
743,hemayar,"{'a': 2, 'e': 1, 'h': 1, 'm': 1, 'r': 1, 'y': 1}"
743,hemcins,"{'c': 1, 'e': 1, 'h': 1, 'i': 1, 'm': 1, 'n': 1, 's': 1}"
743,hidatit,"{'a': 1, 'd': 1, 'h': 1, 'i': 2, 't': 2}"
743,iftihar,"{'a': 1, 'f': 1, 'h': 1, 'i': 2, 'r': 1, 't': 1}"
743,ihtilal,"{'a': 1, 'h': 1, 'i': 2, 'l': 2, 't': 1}"
743,ikircil,"{'c': 1, 'i': 3, 'k': 1, 'l': 1, 'r': 1}"
743,iktibas,"{'a': 1, 'b': 1, 'i': 2, 'k': 1, 's': 1, 't': 1}"
743,ineklik,"{'e': 1, 'i': 2, 'k': 2, 'l': 1, 'n': 1}"
743,iplemek,"{'e': 2, 'i': 1, 'k': 1, 'l': 1, 'm': 1, 'p': 1}"
743,iradiye,"{'a': 1, 'd': 1, 'e': 1, 'i': 2, 'r': 1, 'y': 1}"
743,ithalat,"{'a': 2, 'h': 1, 'i': 1, 'l': 1, 't': 2}"
743,jelatin,"{'a': 1, 'e': 1, 'i': 1, 'j': 1, 'l': 1, 'n': 1, 't': 1}"
743,kamping,"{'a': 1, 'g': 1, 'i': 1, 'k': 1, 'm': 1, 'n': 1, 'p': 1}"
743,kanarya,"{'a': 3, 'k': 1, 'n': 1, 'r': 1, 'y': 1}"
743,klasman,"{'a': 2, 'k': 1, 'l': 1, 'm': 1, 'n': 1, 's': 1}"
743,kombili,"{'b': 1, 'i': 2, 'k': 1, 'l': 1, 'm': 1, 'o': 1}"
743,lapilli,"{'a': 1, 'i': 2, 'l': 3, 'p': 1}"
743,laskine,"{'a': 1, 'e': 1, 'i': 1, 'k': 1, 'l': 1, 'n': 1, 's': 1}"
743,laterna,"{'a': 2, 'e': 1, 'l': 1, 'n': 1, 'r': 1, 't': 1}"
743,lavanta,"{'a': 3, 'l': 1, 'n': 1, 't': 1, 'v': 1}"
743,lumbago,"{'a': 1, 'b': 1, 'g': 1, 'l': 1, 'm': 1, 'o': 1, 'u': 1}"
743,magazin,"{'a': 2, 'g': 1, 'i': 1, 'm': 1, 'n': 1, 'z': 1}"
743,malarya,"{'a': 3, 'l': 1, 'm': 1, 'r': 1, 'y': 1}"
743,masumca,"{'a': 2, 'c': 1, 'm': 2, 's': 1, 'u': 1}"
743,mecburi,"{'b': 1, 'c': 1, 'e': 1, 'i': 1, 'm': 1, 'r': 1, 'u': 1}"
743,metalik,"{'a': 1, 'e': 1, 'i': 1, 'k': 1, 'l': 1, 'm': 1, 't': 1}"
743,meydani,"{'a': 1, 'd': 1, 'e': 1, 'i': 1, 'm': 1, 'n': 1, 'y': 1}"
743,meyhane,"{'a': 1, 'e': 2, 'h': 1, 'm': 1, 'n': 1, 'y': 1}"
743,minimal,"{'a': 1, 'i': 2, 'l': 1, 'm': 2, 'n': 1}"
743,muallak,"{'a': 2, 'k': 1, 'l': 2, 'm': 1, 'u': 1}"
743,nazım,"{'a': 1, 'm': 1, 'n': 1, 'z': 1, 'ı': 1}"
743,palavra,"{'a': 3, 'l': 1, 'p': 1, 'r': 1, 'v': 1}"
743,patinaj,"{'a': 2, 'i': 1, 'j': 1, 'n': 1, 'p': 1, 't': 1}"
743,paylı,"{'a': 1, 'l': 1, 'p': 1, 'y': 1, 'ı': 1}"
743,pericik,"{'c': 1, 'e': 1, 'i': 2, 'k': 1, 'p': 1, 'r': 1}"
743,rekaket,"{'a': 1, 'e': 2, 'k': 2, 'r': 1, 't': 1}"
743,sanduka,"{'a': 2, 'd': 1, 'k': 1, 'n': 1, 's': 1, 'u': 1}"
743,saptama,"{'a': 3, 'm': 1, 'p': 1, 's': 1, 't': 1}"
743,sararma,"{'a': 3, 'm': 1, 'r': 2, 's': 1}"
743,selanik,"{'a': 1, 'e': 1, 'i': 1, 'k': 1, 'l': 1, 'n': 1, 's': 1}"
743,sikalar,"{'a': 2, 'i': 1, 'k': 1, 'l': 1, 'r': 1, 's': 1}"
743,sıhri,"{'h': 1, 'i': 1, 'r': 1, 's': 1, 'ı': 1}"
743,tahlili,"{'a': 1, 'h': 1, 'i': 2, 'l': 2, 't': 1}"
743,talihli,"{'a': 1, 'h': 1, 'i': 2, 'l': 2, 't': 1}"
743,tantana,"{'a': 3, 'n': 2, 't': 2}"
743,tavhane,"{'a': 2, 'e': 1, 'h': 1, 'n': 1, 't': 1, 'v': 1}"
743,teberli,"{'b': 1, 'e': 2, 'i': 1, 'l': 1, 'r': 1, 't': 1}"
743,tedenni,"{'d': 1, 'e': 2, 'i': 1, 'n': 2, 't': 1}"
743,tekleme,"{'e': 3, 'k': 1, 'l': 1, 'm': 1, 't': 1}"
743,vasıl,"{'a': 1, 'l': 1, 's': 1, 'v': 1, 'ı': 1}"
743,yalpı,"{'a': 1, 'l': 1, 'p': 1, 'y': 1, 'ı': 1}"
743,yarence,"{'a': 1, 'c': 1, 'e': 2, 'n': 1, 'r': 1, 'y': 1}"
743,yasamak,"{'a': 3, 'k': 1, 'm': 1, 's': 1, 'y': 1}"
743,yatalak,"{'a': 3, 'k': 1, 'l': 1, 't': 1, 'y': 1}"
743,yedekli,"{'d': 1, 'e': 2, 'i': 1, 'k': 1, 'l': 1, 'y': 1}"
743,zahirde,"{'a': 1, 'd': 1, 'e': 1, 'h': 1, 'i': 1, 'r': 1, 'z': 1}"
743,zıpka,"{'a': 1, 'k': 1, 'p': 1, 'z': 1, 'ı': 1}"
744,aksilik,"{'a': 1, 'i': 2, 'k': 2, 'l': 1, 's': 1}"
744,albinos,"{'a': 1, 'b': 1, 'i': 1, 'l': 1, 'n': 1, 'o': 1, 's': 1}"
744,ayrık,"{'a': 1, 'k': 1, 'r': 1, 'y': 1, 'ı': 1}"
744,bakraç,"{'a': 2, 'b': 1, 'k': 1, 'r': 1, 'ç': 1}"
744,barçak,"{'a': 2, 'b': 1, 'k': 1, 'r': 1, 'ç': 1}"
744,besteli,"{'b': 1, 'e': 2, 'i': 1, 'l': 1, 's': 1, 't': 1}"
744,bezilme,"{'b': 1, 'e': 2, 'i': 1, 'l': 1, 'm': 1, 'z': 1}"
744,biilaç,"{'a': 1, 'b': 1, 'i': 2, 'l': 1, 'ç': 1}"
744,bizleme,"{'b': 1, 'e': 2, 'i': 1, 'l': 1, 'm': 1, 'z': 1}"
744,bostana,"{'a': 2, 'b': 1, 'n': 1, 'o': 1, 's': 1, 't': 1}"
744,botanik,"{'a': 1, 'b': 1, 'i': 1, 'k': 1, 'n': 1, 'o': 1, 't': 1}"
744,bukleli,"{'b': 1, 'e': 1, 'i': 1, 'k': 1, 'l': 2, 'u': 1}"
744,cilveli,"{'c': 1, 'e': 1, 'i': 2, 'l': 2, 'v': 1}"
744,daktilo,"{'a': 1, 'd': 1, 'i': 1, 'k': 1, 'l': 1, 'o': 1, 't': 1}"
744,dansite,"{'a': 1, 'd': 1, 'e': 1, 'i': 1, 'n': 1, 's': 1, 't': 1}"
744,dekolte,"{'d': 1, 'e': 2, 'k': 1, 'l': 1, 'o': 1, 't': 1}"
744,delgeç,"{'d': 1, 'e': 2, 'g': 1, 'l': 1, 'ç': 1}"
744,destani,"{'a': 1, 'd': 1, 'e': 1, 'i': 1, 'n': 1, 's': 1, 't': 1}"
744,devinme,"{'d': 1, 'e': 2, 'i': 1, 'm': 1, 'n': 1, 'v': 1}"
744,direnim,"{'d': 1, 'e': 1, 'i': 2, 'm': 1, 'n': 1, 'r': 1}"
744,dirilik,"{'d': 1, 'i': 3, 'k': 1, 'l': 1, 'r': 1}"
744,ditilme,"{'d': 1, 'e': 1, 'i': 2, 'l': 1, 'm': 1, 't': 1}"
744,dizgeli,"{'d': 1, 'e': 1, 'g': 1, 'i': 2, 'l': 1, 'z': 1}"
744,elletme,"{'e': 3, 'l': 2, 'm': 1, 't': 1}"
744,enerjik,"{'e': 2, 'i': 1, 'j': 1, 'k': 1, 'n': 1, 'r': 1}"
744,enlilik,"{'e': 1, 'i': 2, 'k': 1, 'l': 2, 'n': 1}"
744,erdirme,"{'d': 1, 'e': 2, 'i': 1, 'm': 1, 'r': 2}"
744,esnemek,"{'e': 3, 'k': 1, 'm': 1, 'n': 1, 's': 1}"
744,eylemci,"{'c': 1, 'e': 2, 'i': 1, 'l': 1, 'm': 1, 'y': 1}"
744,fahriye,"{'a': 1, 'e': 1, 'f': 1, 'h': 1, 'i': 1, 'r': 1, 'y': 1}"
744,façeta,"{'a': 2, 'e': 1, 'f': 1, 't': 1, 'ç': 1}"
744,fenomen,"{'e': 2, 'f': 1, 'm': 1, 'n': 2, 'o': 1}"
744,fideist,"{'d': 1, 'e': 1, 'f': 1, 'i': 2, 's': 1, 't': 1}"
744,fideizm,"{'d': 1, 'e': 1, 'f': 1, 'i': 2, 'm': 1, 'z': 1}"
744,flegmon,"{'e': 1, 'f': 1, 'g': 1, 'l': 1, 'm': 1, 'n': 1, 'o': 1}"
744,frezeci,"{'c': 1, 'e': 2, 'f': 1, 'i': 1, 'r': 1, 'z': 1}"
744,galvano,"{'a': 2, 'g': 1, 'l': 1, 'n': 1, 'o': 1, 'v': 1}"
744,gaseyan,"{'a': 2, 'e': 1, 'g': 1, 'n': 1, 's': 1, 'y': 1}"
744,gayakol,"{'a': 2, 'g': 1, 'k': 1, 'l': 1, 'o': 1, 'y': 1}"
744,gelirli,"{'e': 1, 'g': 1, 'i': 2, 'l': 2, 'r': 1}"
744,gezimci,"{'c': 1, 'e': 1, 'g': 1, 'i': 2, 'm': 1, 'z': 1}"
744,geçici,"{'c': 1, 'e': 1, 'g': 1, 'i': 2, 'ç': 1}"
744,gizemci,"{'c': 1, 'e': 1, 'g': 1, 'i': 2, 'm': 1, 'z': 1}"
744,haliyle,"{'a': 1, 'e': 1, 'h': 1, 'i': 1, 'l': 2, 'y': 1}"
744,hanuman,"{'a': 2, 'h': 1, 'm': 1, 'n': 2, 'u': 1}"
744,hayalet,"{'a': 2, 'e': 1, 'h': 1, 'l': 1, 't': 1, 'y': 1}"
744,hidayet,"{'a': 1, 'd': 1, 'e': 1, 'h': 1, 'i': 1, 't': 1, 'y': 1}"
744,identik,"{'d': 1, 'e': 1, 'i': 2, 'k': 1, 'n': 1, 't': 1}"
744,ihtilam,"{'a': 1, 'h': 1, 'i': 2, 'l': 1, 'm': 1, 't': 1}"
744,ihtimal,"{'a': 1, 'h': 1, 'i': 2, 'l': 1, 'm': 1, 't': 1}"
744,ikircim,"{'c': 1, 'i': 3, 'k': 1, 'm': 1, 'r': 1}"
744,iktidar,"{'a': 1, 'd': 1, 'i': 2, 'k': 1, 'r': 1, 't': 1}"
744,ilerlek,"{'e': 2, 'i': 1, 'k': 1, 'l': 2, 'r': 1}"
744,iltibas,"{'a': 1, 'b': 1, 'i': 2, 'l': 1, 's': 1, 't': 1}"
744,imamevi,"{'a': 1, 'e': 1, 'i': 2, 'm': 2, 'v': 1}"
744,indirme,"{'d': 1, 'e': 1, 'i': 2, 'm': 1, 'n': 1, 'r': 1}"
744,irtical,"{'a': 1, 'c': 1, 'i': 2, 'l': 1, 'r': 1, 't': 1}"
744,itaatli,"{'a': 2, 'i': 2, 'l': 1, 't': 2}"
744,içecek,"{'c': 1, 'e': 2, 'i': 1, 'k': 1, 'ç': 1}"
744,jenerik,"{'e': 2, 'i': 1, 'j': 1, 'k': 1, 'n': 1, 'r': 1}"
744,kakaolu,"{'a': 2, 'k': 2, 'l': 1, 'o': 1, 'u': 1}"
744,kayır,"{'a': 1, 'k': 1, 'r': 1, 'y': 1, 'ı': 1}"
744,kelifit,"{'e': 1, 'f': 1, 'i': 2, 'k': 1, 'l': 1, 't': 1}"
744,kesekli,"{'e': 2, 'i': 1, 'k': 2, 'l': 1, 's': 1}"
744,keçeci,"{'c': 1, 'e': 2, 'i': 1, 'k': 1, 'ç': 1}"
744,kumlama,"{'a': 2, 'k': 1, 'l': 1, 'm': 2, 'u': 1}"
744,kıray,"{'a': 1, 'k': 1, 'r': 1, 'y': 1, 'ı': 1}"
744,lobelya,"{'a': 1, 'b': 1, 'e': 1, 'l': 2, 'o': 1, 'y': 1}"
744,marifet,"{'a': 1, 'e': 1, 'f': 1, 'i': 1, 'm': 1, 'r': 1, 't': 1}"
744,matador,"{'a': 2, 'd': 1, 'm': 1, 'o': 1, 'r': 1, 't': 1}"
744,mesamat,"{'a': 2, 'e': 1, 'm': 2, 's': 1, 't': 1}"
744,mineral,"{'a': 1, 'e': 1, 'i': 1, 'l': 1, 'm': 1, 'n': 1, 'r': 1}"
744,muhabir,"{'a': 1, 'b': 1, 'h': 1, 'i': 1, 'm': 1, 'r': 1, 'u': 1}"
744,naiplik,"{'a': 1, 'i': 2, 'k': 1, 'l': 1, 'n': 1, 'p': 1}"
744,nasihat,"{'a': 2, 'h': 1, 'i': 1, 'n': 1, 's': 1, 't': 1}"
744,nikelli,"{'e': 1, 'i': 2, 'k': 1, 'l': 2, 'n': 1}"
744,organel,"{'a': 1, 'e': 1, 'g': 1, 'l': 1, 'n': 1, 'o': 1, 'r': 1}"
744,origami,"{'a': 1, 'g': 1, 'i': 2, 'm': 1, 'o': 1, 'r': 1}"
744,ortanca,"{'a': 2, 'c': 1, 'n': 1, 'o': 1, 'r': 1, 't': 1}"
744,paprika,"{'a': 2, 'i': 1, 'k': 1, 'p': 2, 'r': 1}"
744,peganit,"{'a': 1, 'e': 1, 'g': 1, 'i': 1, 'n': 1, 'p': 1, 't': 1}"
744,ratıp,"{'a': 1, 'p': 1, 'r': 1, 't': 1, 'ı': 1}"
744,reellik,"{'e': 2, 'i': 1, 'k': 1, 'l': 2, 'r': 1}"
744,refetme,"{'e': 3, 'f': 1, 'm': 1, 'r': 1, 't': 1}"
744,saylama,"{'a': 3, 'l': 1, 'm': 1, 's': 1, 'y': 1}"
744,selofan,"{'a': 1, 'e': 1, 'f': 1, 'l': 1, 'n': 1, 'o': 1, 's': 1}"
744,semerci,"{'c': 1, 'e': 2, 'i': 1, 'm': 1, 'r': 1, 's': 1}"
744,sinagog,"{'a': 1, 'g': 2, 'i': 1, 'n': 1, 'o': 1, 's': 1}"
744,taksici,"{'a': 1, 'c': 1, 'i': 2, 'k': 1, 's': 1, 't': 1}"
744,tanıt,"{'a': 1, 'n': 1, 't': 2, 'ı': 1}"
744,tatbiki,"{'a': 1, 'b': 1, 'i': 2, 'k': 1, 't': 2}"
744,tavlı,"{'a': 1, 'l': 1, 't': 1, 'v': 1, 'ı': 1}"
744,telleme,"{'e': 3, 'l': 2, 'm': 1, 't': 1}"
744,temenna,"{'a': 1, 'e': 2, 'm': 1, 'n': 2, 't': 1}"
744,tenkidi,"{'d': 1, 'e': 1, 'i': 2, 'k': 1, 'n': 1, 't': 1}"
744,vahilik,"{'a': 1, 'h': 1, 'i': 2, 'k': 1, 'l': 1, 'v': 1}"
744,yapım,"{'a': 1, 'm': 1, 'p': 1, 'y': 1, 'ı': 1}"
744,yarık,"{'a': 1, 'k': 1, 'r': 1, 'y': 1, 'ı': 1}"
744,yaslama,"{'a': 3, 'l': 1, 'm': 1, 's': 1, 'y': 1}"
744,çedene,"{'d': 1, 'e': 3, 'n': 1, 'ç': 1}"
744,çelebi,"{'b': 1, 'e': 2, 'i': 1, 'l': 1, 'ç': 1}"
745,agitato,"{'a': 2, 'g': 1, 'i': 1, 'o': 1, 't': 2}"
745,aidiyet,"{'a': 1, 'd': 1, 'e': 1, 'i': 2, 't': 1, 'y': 1}"
745,amfizem,"{'a': 1, 'e': 1, 'f': 1, 'i': 1, 'm': 2, 'z': 1}"
745,amirlik,"{'a': 1, 'i': 2, 'k': 1, 'l': 1, 'm': 1, 'r': 1}"
745,anatomi,"{'a': 2, 'i': 1, 'm': 1, 'n': 1, 'o': 1, 't': 1}"
745,animato,"{'a': 2, 'i': 1, 'm': 1, 'n': 1, 'o': 1, 't': 1}"
745,antijen,"{'a': 1, 'e': 1, 'i': 1, 'j': 1, 'n': 2, 't': 1}"
745,asillik,"{'a': 1, 'i': 2, 'k': 1, 'l': 2, 's': 1}"
745,atiklik,"{'a': 1, 'i': 2, 'k': 2, 'l': 1, 't': 1}"
745,baritin,"{'a': 1, 'b': 1, 'i': 2, 'n': 1, 'r': 1, 't': 1}"
745,bezdiri,"{'b': 1, 'd': 1, 'e': 1, 'i': 2, 'r': 1, 'z': 1}"
745,biperva,"{'a': 1, 'b': 1, 'e': 1, 'i': 1, 'p': 1, 'r': 1, 'v': 1}"
745,birerli,"{'b': 1, 'e': 1, 'i': 2, 'l': 1, 'r': 2}"
745,casting,"{'a': 1, 'c': 1, 'g': 1, 'i': 1, 'n': 1, 's': 1, 't': 1}"
745,charter,"{'a': 1, 'c': 1, 'e': 1, 'h': 1, 'r': 2, 't': 1}"
745,dadaş,"{'a': 2, 'd': 2, 'ş': 1}"
745,davetli,"{'a': 1, 'd': 1, 'e': 1, 'i': 1, 'l': 1, 't': 1, 'v': 1}"
745,dinleti,"{'d': 1, 'e': 1, 'i': 2, 'l': 1, 'n': 1, 't': 1}"
745,diyalog,"{'a': 1, 'd': 1, 'g': 1, 'i': 1, 'l': 1, 'o': 1, 'y': 1}"
745,eklesil,"{'e': 2, 'i': 1, 'k': 1, 'l': 2, 's': 1}"
745,ekmeksi,"{'e': 2, 'i': 1, 'k': 2, 'm': 1, 's': 1}"
745,emektar,"{'a': 1, 'e': 2, 'k': 1, 'm': 1, 'r': 1, 't': 1}"
745,eminlik,"{'e': 1, 'i': 2, 'k': 1, 'l': 1, 'm': 1, 'n': 1}"
745,eritici,"{'c': 1, 'e': 1, 'i': 3, 'r': 1, 't': 1}"
745,eroinci,"{'c': 1, 'e': 1, 'i': 2, 'n': 1, 'o': 1, 'r': 1}"
745,eskimek,"{'e': 2, 'i': 1, 'k': 2, 'm': 1, 's': 1}"
745,eteklik,"{'e': 2, 'i': 1, 'k': 2, 'l': 1, 't': 1}"
745,formika,"{'a': 1, 'f': 1, 'i': 1, 'k': 1, 'm': 1, 'o': 1, 'r': 1}"
745,gamzeli,"{'a': 1, 'e': 1, 'g': 1, 'i': 1, 'l': 1, 'm': 1, 'z': 1}"
745,gavurca,"{'a': 2, 'c': 1, 'g': 1, 'r': 1, 'u': 1, 'v': 1}"
745,gerilim,"{'e': 1, 'g': 1, 'i': 2, 'l': 1, 'm': 1, 'r': 1}"
745,gezleme,"{'e': 3, 'g': 1, 'l': 1, 'm': 1, 'z': 1}"
745,girilme,"{'e': 1, 'g': 1, 'i': 2, 'l': 1, 'm': 1, 'r': 1}"
745,gurlama,"{'a': 2, 'g': 1, 'l': 1, 'm': 1, 'r': 1, 'u': 1}"
745,hallaç,"{'a': 2, 'h': 1, 'l': 2, 'ç': 1}"
745,hemdert,"{'d': 1, 'e': 2, 'h': 1, 'm': 1, 'r': 1, 't': 1}"
745,iadesiz,"{'a': 1, 'd': 1, 'e': 1, 'i': 2, 's': 1, 'z': 1}"
745,ihtimam,"{'a': 1, 'h': 1, 'i': 2, 'm': 2, 't': 1}"
745,ilkesel,"{'e': 2, 'i': 1, 'k': 1, 'l': 2, 's': 1}"
745,incitme,"{'c': 1, 'e': 1, 'i': 2, 'm': 1, 'n': 1, 't': 1}"
745,inilmek,"{'e': 1, 'i': 2, 'k': 1, 'l': 1, 'm': 1, 'n': 1}"
745,intihal,"{'a': 1, 'h': 1, 'i': 2, 'l': 1, 'n': 1, 't': 1}"
745,istical,"{'a': 1, 'c': 1, 'i': 2, 'l': 1, 's': 1, 't': 1}"
745,kadrocu,"{'a': 1, 'c': 1, 'd': 1, 'k': 1, 'o': 1, 'r': 1, 'u': 1}"
745,kaynata,"{'a': 3, 'k': 1, 'n': 1, 't': 1, 'y': 1}"
745,kazamat,"{'a': 3, 'k': 1, 'm': 1, 't': 1, 'z': 1}"
745,kemerli,"{'e': 2, 'i': 1, 'k': 1, 'l': 1, 'm': 1, 'r': 1}"
745,keramet,"{'a': 1, 'e': 2, 'k': 1, 'm': 1, 'r': 1, 't': 1}"
745,kerempe,"{'e': 3, 'k': 1, 'm': 1, 'p': 1, 'r': 1}"
745,koledok,"{'d': 1, 'e': 1, 'k': 2, 'l': 1, 'o': 2}"
745,komando,"{'a': 1, 'd': 1, 'k': 1, 'm': 1, 'n': 1, 'o': 2}"
745,kotlama,"{'a': 2, 'k': 1, 'l': 1, 'm': 1, 'o': 1, 't': 1}"
745,kıyas,"{'a': 1, 'k': 1, 's': 1, 'y': 1, 'ı': 1}"
745,lakonik,"{'a': 1, 'i': 1, 'k': 2, 'l': 1, 'n': 1, 'o': 1}"
745,lanetli,"{'a': 1, 'e': 1, 'i': 1, 'l': 2, 'n': 1, 't': 1}"
745,lepiska,"{'a': 1, 'e': 1, 'i': 1, 'k': 1, 'l': 1, 'p': 1, 's': 1}"
745,majeste,"{'a': 1, 'e': 2, 'j': 1, 'm': 1, 's': 1, 't': 1}"
745,mastara,"{'a': 3, 'm': 1, 'r': 1, 's': 1, 't': 1}"
745,matemli,"{'a': 1, 'e': 1, 'i': 1, 'l': 1, 'm': 2, 't': 1}"
745,meletme,"{'e': 3, 'l': 1, 'm': 2, 't': 1}"
745,muhacir,"{'a': 1, 'c': 1, 'h': 1, 'i': 1, 'm': 1, 'r': 1, 'u': 1}"
745,obelisk,"{'b': 1, 'e': 1, 'i': 1, 'k': 1, 'l': 1, 'o': 1, 's': 1}"
745,olgunca,"{'a': 1, 'c': 1, 'g': 1, 'l': 1, 'n': 1, 'o': 1, 'u': 1}"
745,onarmak,"{'a': 2, 'k': 1, 'm': 1, 'n': 1, 'o': 1, 'r': 1}"
745,otlamak,"{'a': 2, 'k': 1, 'l': 1, 'm': 1, 'o': 1, 't': 1}"
745,paravan,"{'a': 3, 'n': 1, 'p': 1, 'r': 1, 'v': 1}"
745,poligam,"{'a': 1, 'g': 1, 'i': 1, 'l': 1, 'm': 1, 'o': 1, 'p': 1}"
745,saatlik,"{'a': 2, 'i': 1, 'k': 1, 'l': 1, 's': 1, 't': 1}"
745,sakarin,"{'a': 2, 'i': 1, 'k': 1, 'n': 1, 'r': 1, 's': 1}"
745,sakatat,"{'a': 3, 'k': 1, 's': 1, 't': 2}"
745,salimen,"{'a': 1, 'e': 1, 'i': 1, 'l': 1, 'm': 1, 'n': 1, 's': 1}"
745,serince,"{'c': 1, 'e': 2, 'i': 1, 'n': 1, 'r': 1, 's': 1}"
745,sevecen,"{'c': 1, 'e': 3, 'n': 1, 's': 1, 'v': 1}"
745,sicilli,"{'c': 1, 'i': 3, 'l': 2, 's': 1}"
745,sidikli,"{'d': 1, 'i': 3, 'k': 1, 'l': 1, 's': 1}"
745,sollama,"{'a': 2, 'l': 2, 'm': 1, 'o': 1, 's': 1}"
745,sınav,"{'a': 1, 'n': 1, 's': 1, 'v': 1, 'ı': 1}"
745,taharet,"{'a': 2, 'e': 1, 'h': 1, 'r': 1, 't': 2}"
745,tahinli,"{'a': 1, 'h': 1, 'i': 2, 'l': 1, 'n': 1, 't': 1}"
745,tamirci,"{'a': 1, 'c': 1, 'i': 2, 'm': 1, 'r': 1, 't': 1}"
745,tandans,"{'a': 2, 'd': 1, 'n': 2, 's': 1, 't': 1}"
745,taylama,"{'a': 3, 'l': 1, 'm': 1, 't': 1, 'y': 1}"
745,tuğlu,"{'l': 1, 't': 1, 'u': 2, 'ğ': 1}"
745,ulanmak,"{'a': 2, 'k': 1, 'l': 1, 'm': 1, 'n': 1, 'u': 1}"
745,unlamak,"{'a': 2, 'k': 1, 'l': 1, 'm': 1, 'n': 1, 'u': 1}"
745,uğrun,"{'n': 1, 'r': 1, 'u': 2, 'ğ': 1}"
745,vergici,"{'c': 1, 'e': 1, 'g': 1, 'i': 2, 'r': 1, 'v': 1}"
745,yalatma,"{'a': 3, 'l': 1, 'm': 1, 't': 1, 'y': 1}"
745,yaranma,"{'a': 3, 'm': 1, 'n': 1, 'r': 1, 'y': 1}"
745,yedilme,"{'d': 1, 'e': 2, 'i': 1, 'l': 1, 'm': 1, 'y': 1}"
745,yobazca,"{'a': 2, 'b': 1, 'c': 1, 'o': 1, 'y': 1, 'z': 1}"
745,zabitan,"{'a': 2, 'b': 1, 'i': 1, 'n': 1, 't': 1, 'z': 1}"
745,ısrar,"{'a': 1, 'r': 2, 's': 1, 'ı': 1}"
746,adetçe,"{'a': 1, 'd': 1, 'e': 2, 't': 1, 'ç': 1}"
746,aksetme,"{'a': 1, 'e': 2, 'k': 1, 'm': 1, 's': 1, 't': 1}"
746,amipler,"{'a': 1, 'e': 1, 'i': 1, 'l': 1, 'm': 1, 'p': 1, 'r': 1}"
746,anamnez,"{'a': 2, 'e': 1, 'm': 1, 'n': 2, 'z': 1}"
746,anormal,"{'a': 2, 'l': 1, 'm': 1, 'n': 1, 'o': 1, 'r': 1}"
746,ayandon,"{'a': 2, 'd': 1, 'n': 2, 'o': 1, 'y': 1}"
746,ayrım,"{'a': 1, 'm': 1, 'r': 1, 'y': 1, 'ı': 1}"
746,azaltma,"{'a': 3, 'l': 1, 'm': 1, 't': 1, 'z': 1}"
746,basiret,"{'a': 1, 'b': 1, 'e': 1, 'i': 1, 'r': 1, 's': 1, 't': 1}"
746,bertmek,"{'b': 1, 'e': 2, 'k': 1, 'm': 1, 'r': 1, 't': 1}"
746,bilezik,"{'b': 1, 'e': 1, 'i': 2, 'k': 1, 'l': 1, 'z': 1}"
